epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,93395.8,1.47809,1.61633,1.46805,0.39972,0.31856,0.31467,0.1609,1.60315,1.72854,1.60703,0.003928,0.003928,0.003928
186,93899.8,1.47856,1.62569,1.46413,0.40989,0.31607,0.31708,0.16173,1.60284,1.72598,1.60611,0.003895,0.003895,0.003895
187,94403.8,1.48467,1.61831,1.46809,0.4114,0.3183,0.3178,0.16225,1.60381,1.72387,1.60722,0.003862,0.003862,0.003862
188,94908.1,1.47898,1.61541,1.47292,0.40689,0.31896,0.31669,0.16191,1.60517,1.72331,1.6078,0.003829,0.003829,0.003829
189,95412.1,1.48673,1.60897,1.46617,0.40897,0.31857,0.31489,0.16085,1.604,1.72131,1.60623,0.003796,0.003796,0.003796
190,95916.3,1.47819,1.62751,1.45702,0.39592,0.32188,0.31359,0.1604,1.60449,1.72344,1.60603,0.003763,0.003763,0.003763
191,96420.5,1.47036,1.59219,1.45954,0.41592,0.31737,0.31436,0.15959,1.60292,1.72304,1.60582,0.00373,0.00373,0.00373
192,96924.6,1.47817,1.60444,1.46735,0.41546,0.32505,0.31526,0.1594,1.60504,1.72467,1.60706,0.003697,0.003697,0.003697
193,97428.3,1.46776,1.58869,1.4592,0.41415,0.32388,0.3149,0.159,1.60686,1.72653,1.60837,0.003664,0.003664,0.003664
194,97932.6,1.47796,1.59987,1.46984,0.41346,0.32269,0.31394,0.15903,1.60809,1.72873,1.60969,0.003631,0.003631,0.003631
195,98437,1.47032,1.57012,1.45424,0.40542,0.32523,0.31452,0.15985,1.60898,1.72935,1.60928,0.003598,0.003598,0.003598
196,98941.3,1.46844,1.58099,1.4528,0.39555,0.32564,0.31015,0.1575,1.60827,1.73164,1.60829,0.003565,0.003565,0.003565
197,99445.6,1.46528,1.5796,1.45099,0.39669,0.32579,0.31322,0.15897,1.60774,1.73008,1.60955,0.003532,0.003532,0.003532
198,99949.8,1.46648,1.5746,1.45247,0.39884,0.32365,0.31247,0.15942,1.608,1.72971,1.60933,0.003499,0.003499,0.003499
199,100454,1.45519,1.56582,1.44186,0.39404,0.33155,0.31449,0.15984,1.60858,1.72696,1.60855,0.003466,0.003466,0.003466
200,100958,1.46215,1.55764,1.44893,0.41127,0.32571,0.31247,0.1597,1.61061,1.72963,1.60913,0.003433,0.003433,0.003433
201,101462,1.46829,1.57668,1.45198,0.41208,0.32143,0.31178,0.15942,1.61029,1.728,1.60936,0.0034,0.0034,0.0034
202,101966,1.46281,1.56431,1.45005,0.40236,0.32051,0.3081,0.15821,1.61282,1.72741,1.6106,0.003367,0.003367,0.003367
203,102470,1.44438,1.54852,1.4466,0.40876,0.32913,0.30981,0.1584,1.61559,1.72687,1.61282,0.003334,0.003334,0.003334
204,102974,1.44693,1.54686,1.45043,0.41524,0.31672,0.30914,0.15795,1.6159,1.72985,1.61431,0.003301,0.003301,0.003301
205,103478,1.45159,1.54833,1.44407,0.41361,0.31957,0.30952,0.15831,1.61808,1.73115,1.61691,0.003268,0.003268,0.003268
206,103983,1.44613,1.52992,1.43848,0.41569,0.32011,0.30847,0.15796,1.61829,1.73038,1.61766,0.003235,0.003235,0.003235
207,104487,1.45247,1.54401,1.44072,0.4124,0.32243,0.30805,0.15777,1.61853,1.72981,1.62011,0.003202,0.003202,0.003202
208,104991,1.44645,1.54298,1.43912,0.41194,0.32115,0.30906,0.15748,1.62036,1.72951,1.62107,0.003169,0.003169,0.003169
209,105495,1.43473,1.53182,1.43764,0.41423,0.31948,0.30959,0.15834,1.62016,1.73039,1.6224,0.003136,0.003136,0.003136
210,106000,1.43848,1.53163,1.43328,0.41333,0.32533,0.30968,0.1596,1.62113,1.72735,1.62327,0.003103,0.003103,0.003103
211,106504,1.44108,1.53105,1.43832,0.40183,0.33204,0.31007,0.15906,1.62027,1.7263,1.62359,0.00307,0.00307,0.00307
212,107008,1.43389,1.55303,1.44025,0.42462,0.32544,0.30983,0.15825,1.62226,1.73096,1.62498,0.003037,0.003037,0.003037
213,107513,1.43481,1.51224,1.43485,0.41177,0.33009,0.31155,0.15927,1.62142,1.72701,1.6255,0.003004,0.003004,0.003004
214,108017,1.42653,1.49502,1.43216,0.42117,0.3227,0.31157,0.159,1.62419,1.72838,1.62794,0.002971,0.002971,0.002971
215,108520,1.43454,1.51554,1.43902,0.42506,0.32398,0.30959,0.15825,1.62528,1.72997,1.62833,0.002938,0.002938,0.002938
216,109025,1.42996,1.50095,1.42384,0.42621,0.3273,0.31119,0.15807,1.62565,1.73196,1.62847,0.002905,0.002905,0.002905
217,109529,1.42202,1.48528,1.42558,0.42109,0.32516,0.31034,0.1575,1.62523,1.73004,1.62874,0.002872,0.002872,0.002872
218,110033,1.42009,1.49919,1.42299,0.42531,0.32233,0.30999,0.15785,1.62737,1.72948,1.63223,0.002839,0.002839,0.002839
219,110543,1.42639,1.49888,1.4307,0.42729,0.32295,0.30893,0.15765,1.62712,1.73006,1.63208,0.002806,0.002806,0.002806
220,111046,1.41706,1.47861,1.41918,0.43035,0.32746,0.30963,0.15897,1.62865,1.73105,1.63209,0.002773,0.002773,0.002773
221,111552,1.41441,1.47982,1.41385,0.4193,0.32909,0.30764,0.15756,1.63072,1.72914,1.63338,0.00274,0.00274,0.00274
222,112074,1.41956,1.47481,1.41395,0.42539,0.32632,0.30787,0.15852,1.62988,1.73039,1.6326,0.002707,0.002707,0.002707
223,112609,1.42382,1.47884,1.41934,0.42813,0.32691,0.30793,0.1578,1.6305,1.72992,1.63215,0.002674,0.002674,0.002674
224,113123,1.4131,1.4733,1.41346,0.41923,0.32366,0.30444,0.15549,1.63279,1.73202,1.63378,0.002641,0.002641,0.002641
225,113629,1.4134,1.47127,1.41234,0.41766,0.32934,0.3061,0.15523,1.63352,1.73208,1.6335,0.002608,0.002608,0.002608
226,114134,1.40881,1.46607,1.41236,0.4159,0.32524,0.30276,0.1542,1.6359,1.73225,1.63453,0.002575,0.002575,0.002575
227,114638,1.40571,1.44794,1.4064,0.41276,0.3286,0.3046,0.15529,1.63542,1.7318,1.63338,0.002542,0.002542,0.002542
228,115145,1.39412,1.44206,1.39658,0.40258,0.33748,0.30333,0.15455,1.63773,1.73031,1.63559,0.002509,0.002509,0.002509
229,115658,1.40316,1.44713,1.39639,0.40558,0.33907,0.30552,0.15606,1.63783,1.72902,1.63649,0.002476,0.002476,0.002476
230,116165,1.40441,1.45115,1.40766,0.41739,0.34148,0.30839,0.15722,1.63797,1.72996,1.63653,0.002443,0.002443,0.002443
231,116668,1.39432,1.43421,1.40095,0.42032,0.33546,0.3087,0.15687,1.63967,1.73388,1.63764,0.00241,0.00241,0.00241
232,117170,1.39201,1.43388,1.39562,0.41076,0.3324,0.30613,0.15571,1.64305,1.73206,1.64035,0.002377,0.002377,0.002377
233,117672,1.39702,1.43861,1.39926,0.40386,0.32554,0.304,0.1555,1.64253,1.73354,1.64044,0.002344,0.002344,0.002344
234,118175,1.38056,1.41127,1.39105,0.40643,0.32316,0.3035,0.15486,1.64302,1.73366,1.64144,0.002311,0.002311,0.002311
235,118679,1.38547,1.41132,1.39262,0.41356,0.32235,0.30263,0.15482,1.64405,1.73441,1.64227,0.002278,0.002278,0.002278
236,119182,1.38311,1.41054,1.38795,0.41526,0.32109,0.30334,0.15451,1.64596,1.73598,1.64394,0.002245,0.002245,0.002245
237,119689,1.3803,1.40597,1.39067,0.39846,0.32914,0.30241,0.1539,1.64694,1.74085,1.64489,0.002212,0.002212,0.002212
238,120198,1.37467,1.40071,1.38872,0.39734,0.32411,0.30161,0.15361,1.64451,1.74082,1.64372,0.002179,0.002179,0.002179
239,120703,1.37415,1.38655,1.38792,0.40708,0.3219,0.30305,0.15251,1.64598,1.74367,1.64369,0.002146,0.002146,0.002146
240,121206,1.37528,1.38552,1.38224,0.41296,0.32287,0.30426,0.15328,1.64799,1.7471,1.64459,0.002113,0.002113,0.002113
241,121714,1.36902,1.37938,1.37521,0.41279,0.3209,0.30499,0.15282,1.64736,1.74461,1.64401,0.00208,0.00208,0.00208
242,122233,1.35846,1.3745,1.37518,0.41418,0.31886,0.30344,0.15164,1.64837,1.75125,1.6457,0.002047,0.002047,0.002047
243,122738,1.37297,1.36789,1.37401,0.40087,0.31672,0.30133,0.151,1.64721,1.74905,1.64535,0.002014,0.002014,0.002014
244,123251,1.36234,1.37402,1.37778,0.38964,0.32092,0.30003,0.15046,1.64905,1.75269,1.64756,0.001981,0.001981,0.001981
245,123759,1.36103,1.35691,1.37625,0.39538,0.31545,0.29842,0.15027,1.65042,1.75358,1.64819,0.001948,0.001948,0.001948
246,124268,1.3512,1.34903,1.36109,0.38471,0.31548,0.29698,0.14969,1.65059,1.75476,1.64792,0.001915,0.001915,0.001915
247,124778,1.35447,1.34949,1.36787,0.38997,0.31565,0.2978,0.14961,1.65475,1.75736,1.65127,0.001882,0.001882,0.001882
248,125295,1.34587,1.33727,1.36232,0.38185,0.31372,0.29589,0.14829,1.6578,1.75761,1.65276,0.001849,0.001849,0.001849
249,125803,1.3381,1.32738,1.35415,0.38663,0.31249,0.29358,0.14805,1.65807,1.75771,1.65326,0.001816,0.001816,0.001816
250,126313,1.33053,1.35372,1.35792,0.38515,0.31338,0.29306,0.14796,1.65873,1.75793,1.65365,0.001783,0.001783,0.001783
251,126831,1.34026,1.32953,1.35751,0.38445,0.31462,0.29196,0.1469,1.66002,1.75995,1.65497,0.00175,0.00175,0.00175
252,127345,1.33287,1.31233,1.35922,0.38415,0.31329,0.29254,0.14613,1.66161,1.76155,1.65589,0.001717,0.001717,0.001717
253,127858,1.32893,1.30675,1.35671,0.38183,0.31537,0.29248,0.14553,1.66271,1.75961,1.65788,0.001684,0.001684,0.001684
254,128379,1.33375,1.3166,1.36053,0.38632,0.31457,0.29216,0.14496,1.6664,1.76749,1.66273,0.001651,0.001651,0.001651
255,128888,1.31962,1.29045,1.34585,0.38696,0.31465,0.29217,0.14421,1.67126,1.76955,1.66428,0.001618,0.001618,0.001618
256,129400,1.32596,1.29436,1.34157,0.39073,0.31174,0.29104,0.14368,1.67488,1.77093,1.66826,0.001585,0.001585,0.001585
257,129914,1.3131,1.27587,1.33763,0.38777,0.31115,0.28922,0.14232,1.67681,1.77247,1.6696,0.001552,0.001552,0.001552
258,130428,1.31333,1.2891,1.34003,0.39262,0.30426,0.2887,0.1424,1.68043,1.77523,1.67282,0.001519,0.001519,0.001519
259,130940,1.31779,1.28736,1.34875,0.39448,0.30295,0.28589,0.14134,1.68337,1.78047,1.67577,0.001486,0.001486,0.001486
260,131448,1.30533,1.26336,1.33966,0.38662,0.3039,0.28581,0.14114,1.68305,1.78152,1.67691,0.001453,0.001453,0.001453
261,131953,1.30794,1.27385,1.34306,0.38989,0.3005,0.28509,0.14026,1.68647,1.78205,1.68072,0.00142,0.00142,0.00142
262,132458,1.29923,1.25435,1.34209,0.39841,0.29657,0.28545,0.1406,1.69071,1.78641,1.68337,0.001387,0.001387,0.001387
263,132963,1.28519,1.23851,1.32969,0.39611,0.29829,0.28446,0.14094,1.69211,1.7878,1.68488,0.001354,0.001354,0.001354
264,133469,1.29403,1.24368,1.33481,0.37992,0.31202,0.28261,0.14016,1.69425,1.79804,1.68575,0.001321,0.001321,0.001321
265,133974,1.28284,1.23683,1.32396,0.37954,0.31043,0.28019,0.13842,1.6981,1.80096,1.69088,0.001288,0.001288,0.001288
266,134479,1.28163,1.22457,1.32371,0.38642,0.31368,0.28084,0.13862,1.70028,1.80144,1.69245,0.001255,0.001255,0.001255
267,134984,1.26955,1.21089,1.31713,0.39002,0.31206,0.28005,0.13767,1.7024,1.8104,1.69535,0.001222,0.001222,0.001222
268,135489,1.27818,1.214,1.31603,0.3869,0.31176,0.27888,0.13733,1.70532,1.81703,1.69919,0.001189,0.001189,0.001189
269,135994,1.27376,1.2135,1.31954,0.37613,0.30899,0.27508,0.13603,1.70621,1.81665,1.70098,0.001156,0.001156,0.001156
270,136499,1.26113,1.19603,1.3152,0.37894,0.31221,0.27364,0.13514,1.71161,1.82193,1.7057,0.001123,0.001123,0.001123
271,137004,1.25882,1.1894,1.31173,0.38317,0.31187,0.27336,0.13431,1.71384,1.82419,1.70839,0.00109,0.00109,0.00109
272,137509,1.26282,1.19284,1.31322,0.38254,0.30584,0.27184,0.13425,1.71633,1.8276,1.71053,0.001057,0.001057,0.001057
273,138014,1.25048,1.16808,1.30191,0.38297,0.30623,0.2701,0.13374,1.72026,1.83452,1.71432,0.001024,0.001024,0.001024
274,138520,1.25134,1.17207,1.30691,0.37948,0.30478,0.26932,0.13327,1.72164,1.83644,1.71637,0.000991,0.000991,0.000991
275,139025,1.24386,1.1646,1.30279,0.37891,0.30946,0.2699,0.1335,1.72226,1.83832,1.71806,0.000958,0.000958,0.000958
276,139530,1.23698,1.15495,1.30031,0.38267,0.30532,0.27028,0.13207,1.72377,1.83944,1.72039,0.000925,0.000925,0.000925
277,140036,1.23529,1.15538,1.29899,0.37659,0.30803,0.26593,0.13022,1.72643,1.84421,1.7236,0.000892,0.000892,0.000892
278,140541,1.22775,1.14751,1.2956,0.37327,0.31159,0.26671,0.13048,1.72914,1.84812,1.72832,0.000859,0.000859,0.000859
279,141047,1.22922,1.14955,1.30176,0.37,0.31363,0.26668,0.13005,1.73181,1.85527,1.73123,0.000826,0.000826,0.000826
280,141552,1.21795,1.13463,1.28867,0.37111,0.30987,0.26545,0.12988,1.73153,1.85641,1.73192,0.000793,0.000793,0.000793
281,142057,1.21643,1.11832,1.28028,0.37345,0.3075,0.2651,0.13015,1.73086,1.85778,1.73242,0.00076,0.00076,0.00076
282,142563,1.20805,1.11206,1.27762,0.38528,0.29848,0.26544,0.12953,1.73358,1.86485,1.73627,0.000727,0.000727,0.000727
283,143068,1.21302,1.12115,1.28295,0.38692,0.29666,0.26455,0.12897,1.73692,1.87278,1.73917,0.000694,0.000694,0.000694
284,143573,1.20165,1.09992,1.27356,0.39858,0.3018,0.26583,0.12992,1.73853,1.87345,1.74154,0.000661,0.000661,0.000661
285,144079,1.19763,1.09894,1.27326,0.39593,0.30322,0.26637,0.13013,1.74064,1.87923,1.7437,0.000628,0.000628,0.000628
286,144583,1.19376,1.08844,1.27275,0.38714,0.31152,0.26615,0.12958,1.7391,1.87861,1.74346,0.000595,0.000595,0.000595
287,145089,1.18839,1.08261,1.26455,0.39285,0.30482,0.26378,0.12904,1.74234,1.88341,1.74754,0.000562,0.000562,0.000562
288,145594,1.1932,1.08707,1.27161,0.38942,0.30582,0.26297,0.12867,1.74455,1.8917,1.75035,0.000529,0.000529,0.000529
289,146099,1.17361,1.05937,1.25443,0.38235,0.30733,0.26242,0.12821,1.7461,1.89727,1.75257,0.000496,0.000496,0.000496
290,146605,1.16803,1.05533,1.25357,0.38905,0.30439,0.25983,0.12733,1.74817,1.90501,1.75485,0.000463,0.000463,0.000463
291,147153,1.13812,0.9643,1.27666,0.38497,0.30732,0.2593,0.12708,1.75003,1.90593,1.75816,0.00043,0.00043,0.00043
292,147659,1.11641,0.92949,1.2711,0.38461,0.30628,0.25898,0.12664,1.75106,1.91001,1.76078,0.000397,0.000397,0.000397
293,148164,1.1114,0.92551,1.26717,0.38332,0.30468,0.25799,0.12643,1.75584,1.91711,1.76634,0.000364,0.000364,0.000364
294,148670,1.09326,0.89908,1.25075,0.37978,0.30869,0.25819,0.12647,1.7589,1.92221,1.7709,0.000331,0.000331,0.000331
295,149176,1.09567,0.89134,1.2533,0.37765,0.30248,0.25473,0.12584,1.76151,1.93099,1.77388,0.000298,0.000298,0.000298
296,149684,1.08344,0.87615,1.25704,0.37348,0.30633,0.25534,0.12585,1.76304,1.93332,1.77636,0.000265,0.000265,0.000265
297,150191,1.08187,0.86804,1.24731,0.37169,0.30561,0.25422,0.12491,1.76715,1.93893,1.78099,0.000232,0.000232,0.000232
298,150697,1.0706,0.86427,1.24047,0.37136,0.30689,0.25318,0.12444,1.76996,1.9478,1.78504,0.000199,0.000199,0.000199
299,151203,1.06401,0.8509,1.24089,0.36695,0.29628,0.25215,0.12345,1.77251,1.95095,1.78928,0.000166,0.000166,0.000166
300,151709,1.05499,0.84633,1.2391,0.36295,0.30088,0.25129,0.12297,1.77466,1.95414,1.79313,0.000133,0.000133,0.000133
